date,total,post_id
2024-08-22,7397507,7397507
2024-08-23,7409435,7409435
2024-08-24,7420801,7420801
2024-08-25,7432112,7432112
2024-08-26,7443851,7443851
2024-08-27,7455936,7455936
2024-08-28,7468076,7468076
2024-08-29,7480174,7480174
2024-08-30,7492899,7492899
2024-08-31,7505034,7505034
2024-09-01,7516683,7516683
2024-09-02,7529228,7529228
2024-09-03,7542022,7542022
2024-09-04,7554354,7554354
2024-09-05,7566809,7566809
2024-09-06,7578877,7578877
2024-09-07,7589825,7589825
2024-09-08,7601923,7601923
2024-09-09,7620312,7620312
2024-09-10,7649673,7649673
2024-09-11,7685830,7685830
2024-09-12,7701387,7701387
2024-09-13,7715236,7715236
2024-09-14,7727301,7727301
2024-09-15,7738495,7738495
2024-09-16,7749482,7749482
2024-09-17,7760162,7760162
2024-09-18,7770429,7770429
2024-09-19,7779399,7779399
2024-09-20,7788954,7788954
2024-09-21,7797570,7797570
